Supply,Amount,Unit Price,Total Price,Artist Fee,Platform Fee
8380000.0,40900,31.157792,1277478.750273,191621.81254095,63873.93751365
8421000.0,41000,31.264876,1284995.66869,192749.3503035,64249.7834345
8462100.0,41100,31.372064,1292538.319666,193880.74794990002,64626.91598330001
8503300.0,41200,31.479357,1300106.728304,195016.0092456,65005.33641520001
8544600.0,41300,31.586754,1307700.919669,196155.13795034998,65385.04598345
8586000.0,41400,31.694256,1315320.918789,197298.13781835,65766.04593945
8627500.0,41500,31.801862,1322966.750656,198445.0125984,66148.33753280001
8669100.0,41600,31.909572,1330638.440227,199595.76603405,66531.92201135
8710800.0,41700,32.017385,1338336.012421,200750.40186315,66916.80062105
8752600.0,41800,32.125303,1346059.492122,201908.9238183,67302.9746061
8794500.0,41900,32.233324,1353808.904179,203071.33562685,67690.44520895001
8836500.0,42000,32.341448,1361584.273403,204237.64101045,68079.21367015001
8878600.0,42100,32.449675,1369385.624572,205407.8436858,68469.2812286
8920800.0,42200,32.558006,1377212.982428,206581.9473642,68860.64912140001
8963100.0,42300,32.66644,1385066.371676,207759.9557514,69253.3185838
9005500.0,42400,32.774976,1392945.816989,208941.87254835,69647.29084945
9048000.0,42500,32.883615,1400851.343001,210127.70145014997,70042.56715005
9090600.0,42600,32.992357,1408782.974316,211317.44614739998,70439.14871580001
9133300.0,42700,33.1012,1416740.735498,212511.11032469998,70837.0367749
9176100.0,42800,33.210147,1424724.651081,213708.69766215,71236.23255405
9219000.0,42900,33.319195,1432734.745562,214910.2118343,71636.7372781
9262000.0,43000,33.428345,1440771.043404,216115.6565106,72038.55217020001
9305100.0,43100,33.537597,1448833.569037,217325.03535554998,72441.67845185
9348300.0,43200,33.646951,1456922.346855,218538.35202824997,72846.11734275
9391600.0,43300,33.756406,1465037.40122,219755.610183,73251.87006100001
9435000.0,43400,33.865962,1473178.756458,220976.8134687,73658.9378229
9478500.0,43500,33.97562,1481346.436864,222201.9655296,74067.3218432
9522100.0,43600,34.085379,1489540.466696,223431.07000439998,74477.0233348
9565800.0,43700,34.195239,1497760.870183,224664.13052745,74888.04350915001
9609600.0,43800,34.3052,1506007.671517,225901.15072755,75300.38357585
9653500.0,43900,34.415261,1514280.894857,227142.13422855,75714.04474285
9697500.0,44000,34.525423,1522580.564331,228387.08464965,76129.02821655
9741600.0,44100,34.635685,1530906.704033,229636.00560494998,76545.33520165
9785800.0,44200,34.746048,1539259.338024,230888.9007036,76962.9669012
9830100.0,44300,34.85651,1547638.490332,232145.77354979998,77381.9245166
9874500.0,44400,34.967073,1556044.184953,233406.62774295,77802.20924765
9919000.0,44500,35.077735,1564476.44585,234671.4668775,78223.8222925
9963600.0,44600,35.188498,1572935.296954,235940.29454309997,78646.7648477
10000000.0,36400,35.29936,1287243.695516,193086.5543274,64362.18477580001
